Nama;Gender;Tinggal_Dengan;Status_Kerja;Biaya;Tgl_Daftar_Kuliah;Alamat;UKM;Organisasi_Kampus;Lama_Kuliah;Fakultas
Liam Shaw;Pria;Orang Tua;Belum;Beasiswa;2009;Jakarta;UKM_2;Tidak;5,5;FIKOM
Liam Sheldon;Wanita;Kos;Belum;Orang Tua;2007;Serang;UKM_1;Tidak;4;FTI
Liam Shelton;Pria;Kosong;Bekerja;Beasiswa;2008;Karawang;UKM_3;Tidak;7;FIKOM
Liam Tait;Pria;Orang Tua;Belum;Kosong;2008;Jakarta;UKM_1;Ya;7;FTI
Liam Thomas;Wanita;Kosong;Bekerja;Beasiswa;2009;Tangerang;UKM_4;Ya;5;FISIP
Liam Uddin;Pria;Kosong;Bekerja;Orang Tua;2007;Jakarta;UKM_1;Tidak;3,5;FT
Liam Vollans;Pria;Orang Tua;Belum;Orang Tua;2009;Karawang;UKM_4;Tidak;5,5;FIKOM
Liam Walsh;Wanita;Kosong;Bekerja;Orang Tua;2007;Serang;UKM_4;Ya;6,5;FIKOM
Liam Williams;Pria;Kos;Belum;Kosong;2009;Karawang;UKM_2;Tidak;5,5;FTI
Liam Windsor;Pria;Orang Tua;Bekerja;Orang Tua;2007;Karawang;UKM_2;Ya;6;FIKOM
Liam Woodley;Pria;Kosong;Bekerja;Beasiswa;2009;Bogor;Tidak;Ya;3,5;FIKOM
Liam Woods;Pria;Kos;Belum;Orang Tua;2007;Serang;UKM_3;Tidak;7;FT
Liam Wren;Pria;Kos;Bekerja;Orang Tua;2008;Bekasi;Tidak;Tidak;5;FTI
Liliana Baxter;Pria;Kosong;Belum;Orang Tua;2009;Tangerang;Tidak;Ya;6;DKV
Liliana Bullock;Pria;Kos;Bekerja;Kosong;2009;Karawang;Tidak;Tidak;4;DKV
Liliana Evans;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;UKM_3;Tidak;3,5;FIKOM
Liliana Hale;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Karawang;UKM_1;Ya;6,5;FT
Liliana Hilton;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Bekasi;UKM_3;Tidak;5;FIKOM
Liliana Middleton;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_3;Tidak;4;FT
Liliana Moran;Wanita;Orang Tua;Belum;Beasiswa;2008;Bekasi;Tidak;Tidak;5;FT
Liliana Reid;Wanita;Kosong;Bekerja;Orang Tua;2008;Jakarta;Tidak;Tidak;3,5;DKV
Liliana Richardson;Pria;Kosong;Belum;Orang Tua;2009;Bogor;Tidak;Tidak;4;FISIP
Liliana Rivers;Wanita;Kosong;Bekerja;Beasiswa;2007;Serang;UKM_1;Tidak;4;FTI
Liliana Stone;Pria;Orang Tua;Belum;Beasiswa;2008;Karawang;UKM_3;Tidak;6,5;FIKOM
Liliana Stubbs;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_2;Tidak;5,5;FISIP
Liliana Thatcher;Wanita;Kos;Belum;Kosong;2009;Serang;UKM_4;Tidak;4;FTI
Liliana Vass;Wanita;Kos;Belum;Orang Tua;2008;Serang;UKM_1;Ya;6,5;FISIP
Liliana Wilson;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_3;Ya;6;FISIP
Lillian Campbell;Pria;Kos;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Tidak;6,5;FTI
Lillian Clifford;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Tangerang;UKM_1;Tidak;5,5;FISIP
Lillian Cunningham;Wanita;Kosong;Belum;Beasiswa;2009;Karawang;UKM_3;Tidak;7;FTI
Lillian Dickson;Wanita;Kosong;Belum;Orang Tua;2009;Bekasi;Tidak;Tidak;7;FT
Lillian Eddison;Wanita;Orang Tua;Belum;Kosong;2008;Bogor;UKM_1;Tidak;4,5;FISIP
Lillian Jenkin;Pria;Kos;Bekerja;Orang Tua;2009;Bogor;UKM_2;Tidak;7;FT
Lillian Matthews;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Karawang;UKM_2;Tidak;7;FISIP
Lillian Morgan;Wanita;Orang Tua;Belum;Kosong;2008;Tangerang;Tidak;Tidak;7;FT
Lillian Pearce;Pria;Kos;Belum;Orang Tua;2009;Bogor;UKM_4;Ya;6;FT
Lillian Ranks;Wanita;Orang Tua;Belum;Kosong;2007;Bogor;UKM_3;Ya;7;FIKOM
Lillian Shelton;Pria;Orang Tua;Belum;Orang Tua;2008;Bogor;UKM_4;Tidak;3,5;FISIP
Lillian Wise;Pria;Kos;Bekerja;Kosong;2007;Serang;Tidak;Tidak;6;DKV
Lily Amstead;Wanita;Kos;Bekerja;Beasiswa;2008;Serang;UKM_2;Ya;6;FT
Lily Bishop;Wanita;Kosong;Bekerja;Orang Tua;2008;Karawang;UKM_2;Ya;3,5;FIKOM
Lily Blackwall;Wanita;Kosong;Bekerja;Kosong;2008;Jakarta;Tidak;Tidak;4,5;FISIP
Lily Boden;Wanita;Kosong;Belum;Orang Tua;2007;Tangerang;Tidak;Ya;5,5;FIKOM
Lily Craig;Pria;Orang Tua;Bekerja;Beasiswa;2008;Tangerang;Tidak;Ya;4,5;FTI
Lily Hall;Wanita;Orang Tua;Belum;Beasiswa;2009;Tangerang;UKM_4;Ya;6;FT
Lily Hilton;Pria;Kos;Bekerja;Beasiswa;2007;Bekasi;UKM_2;Ya;4,5;DKV
Lily Latham;Wanita;Kosong;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Tidak;3,5;FIKOM
Lily Lloyd;Wanita;Orang Tua;Belum;Beasiswa;2008;Tangerang;UKM_1;Tidak;6,5;DKV
Lily Middleton;Pria;Kosong;Belum;Beasiswa;2009;Karawang;UKM_1;Ya;6,5;FTI
Lily Moore;Pria;Orang Tua;Bekerja;Kosong;2007;Tangerang;UKM_1;Ya;4;FTI
Lily Nurton;Pria;Kosong;Bekerja;Kosong;2008;Jakarta;UKM_3;Tidak;7;FIKOM
Lily Richards;Wanita;Orang Tua;Bekerja;Kosong;2007;Bogor;UKM_3;Ya;5;FIKOM
Lily Utterson;Pria;Kos;Belum;Beasiswa;2008;Karawang;UKM_4;Tidak;4;FT
Lindsay Abbey;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;Tidak;Tidak;5,5;DKV
Lindsay Appleton;Pria;Kos;Belum;Orang Tua;2008;Bekasi;UKM_3;Tidak;7;DKV
Lindsay Brown;Wanita;Orang Tua;Belum;Kosong;2009;Bekasi;UKM_1;Ya;6;FT
Lindsay Downing;Wanita;Kosong;Belum;Beasiswa;2009;Tangerang;Tidak;Tidak;6,5;DKV
Lindsay Franks;Pria;Kosong;Belum;Kosong;2009;Bekasi;UKM_2;Ya;4,5;FISIP
Lindsay Hancock;Pria;Kos;Belum;Kosong;2009;Jakarta;UKM_4;Tidak;3,5;FIKOM
Lindsay King;Pria;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Tidak;3,5;FISIP
Lindsay Lucas;Pria;Orang Tua;Bekerja;Orang Tua;2008;Karawang;UKM_3;Tidak;5,5;DKV
Lindsay Lynch;Pria;Kosong;Bekerja;Kosong;2008;Tangerang;Tidak;Ya;6;FTI
Lindsay Morris;Pria;Kosong;Bekerja;Kosong;2007;Serang;UKM_2;Ya;4;FIKOM
Lindsay Poole;Pria;Kosong;Belum;Beasiswa;2007;Tangerang;Tidak;Ya;6,5;FIKOM
Lindsay Purvis;Pria;Orang Tua;Bekerja;Orang Tua;2009;Serang;Tidak;Tidak;5;FT
Lindsay Ross;Wanita;Kosong;Bekerja;Kosong;2008;Bekasi;UKM_2;Ya;6,5;FTI
Lindsay Selby;Wanita;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_4;Ya;6,5;FISIP
Lindsay Vince;Pria;Kosong;Belum;Beasiswa;2007;Bogor;UKM_2;Tidak;7;FIKOM
Lindsay Wilson;Wanita;Kos;Bekerja;Orang Tua;2007;Bogor;UKM_3;Ya;3,5;DKV
Liv Bennett;Pria;Kosong;Bekerja;Orang Tua;2009;Serang;UKM_2;Tidak;7;DKV
Liv Boden;Pria;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Ya;6,5;FISIP
Liv Brock;Wanita;Kos;Bekerja;Orang Tua;2008;Bekasi;Tidak;Tidak;5,5;FTI
Liv Brooks;Wanita;Kos;Belum;Kosong;2009;Bekasi;UKM_3;Ya;5,5;DKV
Liv Ebden;Wanita;Kos;Belum;Orang Tua;2009;Bekasi;UKM_1;Ya;4,5;FIKOM
Liv Graham;Pria;Kosong;Belum;Orang Tua;2007;Jakarta;Tidak;Ya;4,5;FIKOM
Liv Harrison;Wanita;Kos;Belum;Kosong;2008;Bekasi;UKM_3;Tidak;6;FT
Liv Khan;Wanita;Kosong;Belum;Orang Tua;2008;Serang;Tidak;Tidak;5,5;FT
Liv Larsen;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;Tidak;Ya;4,5;FIKOM
Liv Needham;Pria;Kos;Bekerja;Kosong;2008;Serang;UKM_4;Ya;7;DKV
Liv Ranks;Wanita;Kos;Bekerja;Orang Tua;2007;Serang;Tidak;Ya;5;DKV
Liv Rogers;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Ya;4,5;FIKOM
Liv Sherwood;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_1;Ya;4,5;DKV
Liv Spencer;Wanita;Kos;Belum;Kosong;2007;Bogor;UKM_3;Tidak;6;FTI
Liv Summers;Wanita;Kosong;Bekerja;Kosong;2009;Karawang;UKM_2;Tidak;7;FIKOM
Liv Watt;Wanita;Kosong;Belum;Beasiswa;2009;Serang;UKM_3;Tidak;4,5;DKV
Livia Devonport;Pria;Kos;Bekerja;Kosong;2007;Bekasi;UKM_2;Ya;6,5;DKV
Livia Hall;Pria;Kosong;Belum;Orang Tua;2009;Bekasi;UKM_3;Tidak;5,5;DKV
Livia Harris;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_4;Tidak;6;FIKOM
Livia Newton;Pria;Kos;Belum;Beasiswa;2009;Karawang;UKM_2;Ya;7;FTI
Livia Partridge;Pria;Kos;Bekerja;Beasiswa;2008;Bekasi;Tidak;Tidak;6;FTI
Livia Power;Wanita;Orang Tua;Bekerja;Kosong;2009;Bekasi;Tidak;Tidak;7;FISIP
Livia Radcliffe;Pria;Orang Tua;Belum;Beasiswa;2009;Jakarta;UKM_4;Tidak;6;FT
Livia Reid;Wanita;Orang Tua;Bekerja;Beasiswa;2009;Bekasi;UKM_2;Tidak;4;FISIP
Livia Weston;Wanita;Kos;Belum;Orang Tua;2009;Serang;UKM_1;Ya;4;FT
Livia Williams;Wanita;Kosong;Belum;Beasiswa;2007;Tangerang;UKM_4;Ya;5;FISIP
Logan Allcott;Pria;Orang Tua;Bekerja;Kosong;2008;Serang;UKM_1;Ya;6,5;FISIP
Logan Allwood;Pria;Kos;Belum;Orang Tua;2008;Bogor;UKM_1;Tidak;4,5;FTI
Logan Ashley;Wanita;Kosong;Bekerja;Orang Tua;2009;Jakarta;UKM_4;Ya;6,5;FTI
Logan Barclay;Pria;Orang Tua;Belum;Kosong;2008;Karawang;Tidak;Ya;6;FIKOM
Logan Blackwall;Wanita;Kos;Bekerja;Orang Tua;2007;Bekasi;UKM_2;Ya;4;FISIP
Logan Bloom;Pria;Kosong;Belum;Beasiswa;2007;Karawang;Tidak;Tidak;4;DKV
Logan Broomfield;Pria;Kosong;Belum;Kosong;2007;Jakarta;UKM_3;Tidak;6;FISIP
Logan Bullock;Pria;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_4;Tidak;6;FIKOM
Logan Campbell;Wanita;Kos;Belum;Beasiswa;2008;Serang;UKM_1;Ya;5,5;FTI
Logan Connell;Pria;Kosong;Bekerja;Orang Tua;2007;Bogor;UKM_3;Tidak;6,5;DKV
Logan Denton;Wanita;Orang Tua;Belum;Beasiswa;2007;Jakarta;UKM_2;Ya;5;FISIP
Logan Dixon;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_4;Tidak;7;DKV
Logan Donnelly;Pria;Kos;Belum;Orang Tua;2008;Jakarta;UKM_3;Ya;7;DKV
Logan Fall;Pria;Orang Tua;Bekerja;Kosong;2009;Bekasi;UKM_1;Ya;4,5;DKV
Logan Fox;Pria;Kosong;Belum;Beasiswa;2008;Bekasi;Tidak;Ya;4;FT
Logan Foxley;Pria;Kosong;Belum;Orang Tua;2008;Jakarta;UKM_1;Tidak;5;DKV
Logan Gilbert;Wanita;Orang Tua;Belum;Beasiswa;2009;Bogor;UKM_3;Tidak;7;FTI
Logan Griffiths;Wanita;Kos;Bekerja;Kosong;2009;Jakarta;UKM_2;Tidak;5;FT
Logan Hamilton;Pria;Orang Tua;Belum;Kosong;2009;Bekasi;UKM_2;Tidak;7;FIKOM
Logan Harper;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Jakarta;UKM_1;Tidak;7;FIKOM
Logan Harris;Pria;Kos;Belum;Beasiswa;2009;Tangerang;UKM_1;Tidak;6;FT
Logan Hogg;Pria;Kos;Belum;Beasiswa;2008;Serang;UKM_4;Tidak;4;FTI
Logan Judd;Pria;Kos;Bekerja;Orang Tua;2008;Jakarta;UKM_3;Tidak;6,5;FTI
Logan Kelly;Pria;Orang Tua;Bekerja;Beasiswa;2007;Jakarta;UKM_4;Tidak;5,5;FISIP
Logan Knight;Pria;Kosong;Belum;Beasiswa;2009;Tangerang;UKM_2;Tidak;5,5;FT
Logan Lowe;Pria;Kosong;Bekerja;Beasiswa;2009;Serang;UKM_1;Ya;6;FIKOM
Logan Lynch;Wanita;Kosong;Bekerja;Beasiswa;2008;Serang;UKM_4;Ya;4;FISIP
Logan Mann;Pria;Kos;Belum;Beasiswa;2009;Bekasi;UKM_1;Tidak;3,5;FIKOM
Logan Middleton;Pria;Kosong;Bekerja;Orang Tua;2008;Jakarta;UKM_3;Ya;5,5;FIKOM
Logan Mitchell;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;Tidak;Tidak;6;DKV
Logan Morris;Pria;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_2;Ya;5;FIKOM
Logan Morrison;Pria;Kosong;Belum;Beasiswa;2009;Serang;UKM_1;Tidak;5;DKV
Logan Nayler;Pria;Kos;Bekerja;Beasiswa;2008;Bogor;UKM_1;Ya;6;FISIP
Logan Neal;Wanita;Orang Tua;Bekerja;Kosong;2008;Bekasi;Tidak;Ya;4;FIKOM
Logan Ogilvy;Wanita;Kos;Bekerja;Orang Tua;2007;Serang;Tidak;Ya;4,5;FT
Logan Parker;Pria;Kos;Belum;Beasiswa;2007;Bekasi;UKM_1;Ya;7;FT
Logan Pearson;Wanita;Kosong;Belum;Kosong;2008;Serang;UKM_2;Ya;6,5;FT
Logan Penn;Pria;Kosong;Bekerja;Beasiswa;2007;Tangerang;UKM_4;Tidak;7;FISIP
Logan Price;Pria;Orang Tua;Bekerja;Beasiswa;2009;Serang;Tidak;Tidak;6;FT
Logan Roberts;Wanita;Orang Tua;Belum;Beasiswa;2008;Jakarta;UKM_1;Ya;6;FISIP
Logan Russel;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_1;Ya;6;FISIP
Logan Savage;Pria;Kosong;Belum;Orang Tua;2007;Bogor;UKM_1;Ya;3,5;FT
Logan Sawyer;Wanita;Kosong;Bekerja;Orang Tua;2008;Bekasi;UKM_3;Ya;4,5;FTI
Logan Sherry;Pria;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_1;Ya;3,5;DKV
Logan Shields;Wanita;Orang Tua;Bekerja;Orang Tua;2007;Karawang;UKM_1;Tidak;3,5;DKV
Logan Smith;Pria;Kosong;Belum;Beasiswa;2009;Bogor;Tidak;Tidak;3,5;DKV
Logan Spencer;Pria;Orang Tua;Bekerja;Beasiswa;2009;Tangerang;Tidak;Tidak;6,5;FTI
Logan Stevenson;Wanita;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_2;Tidak;3,5;FTI
Logan Stubbs;Wanita;Kos;Bekerja;Orang Tua;2008;Serang;UKM_2;Tidak;3,5;FT
Logan Thompson;Wanita;Kos;Bekerja;Beasiswa;2009;Bogor;UKM_3;Tidak;5,5;FIKOM
Logan Todd;Pria;Kos;Belum;Orang Tua;2009;Serang;UKM_1;Ya;5,5;FT
Logan Tyler;Wanita;Kos;Bekerja;Kosong;2008;Bekasi;UKM_2;Tidak;3,5;DKV
Logan Uttley;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_2;Ya;6;FT
Logan Varley;Pria;Orang Tua;Belum;Beasiswa;2009;Karawang;UKM_4;Ya;5,5;DKV
Logan Varndell;Wanita;Kosong;Belum;Beasiswa;2009;Serang;UKM_3;Ya;4,5;FTI
Logan Vaughan;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_1;Tidak;3,5;FT
Logan Vincent;Wanita;Orang Tua;Belum;Orang Tua;2007;Karawang;UKM_3;Ya;3,5;FIKOM
Logan Vollans;Pria;Kos;Belum;Kosong;2007;Bekasi;UKM_3;Tidak;6;FTI
Logan Watt;Wanita;Kosong;Bekerja;Orang Tua;2007;Tangerang;UKM_2;Ya;3,5;FIKOM
Logan Wellington;Pria;Kosong;Belum;Beasiswa;2009;Karawang;Tidak;Ya;6,5;DKV
Logan Wilde;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Bogor;UKM_4;Ya;6;FT
Logan Woodley;Wanita;Kosong;Bekerja;Beasiswa;2007;Serang;UKM_1;Ya;6;FIKOM
Logan Wright;Pria;Orang Tua;Belum;Kosong;2009;Bekasi;Tidak;Ya;6,5;FISIP
Lorraine Bullock;Wanita;Kosong;Belum;Beasiswa;2009;Karawang;UKM_2;Ya;6,5;FT
Lorraine Matthews;Wanita;Orang Tua;Bekerja;Kosong;2008;Jakarta;UKM_4;Ya;7;FTI
Lorraine Ripley;Pria;Kosong;Belum;Kosong;2007;Karawang;UKM_1;Ya;4;DKV
Lorraine Sanchez;Pria;Kosong;Belum;Beasiswa;2009;Bogor;Tidak;Tidak;4;FIKOM
Lorraine Shea;Wanita;Kos;Belum;Orang Tua;2008;Bogor;UKM_3;Ya;5,5;FT
Lorraine Stone;Pria;Kosong;Bekerja;Orang Tua;2008;Serang;UKM_1;Tidak;4;FTI
Lorraine Varndell;Wanita;Orang Tua;Belum;Orang Tua;2008;Jakarta;UKM_4;Ya;7;FIKOM
Lorraine Windsor;Pria;Kos;Belum;Beasiswa;2007;Tangerang;UKM_3;Ya;4,5;FT
Louise Callan;Pria;Kos;Bekerja;Kosong;2007;Bekasi;Tidak;Tidak;3,5;FISIP
Louise Freeburn;Pria;Kosong;Bekerja;Orang Tua;2008;Karawang;UKM_3;Tidak;3,5;FISIP
Louise Jefferson;Wanita;Orang Tua;Belum;Orang Tua;2007;Jakarta;Tidak;Ya;4;FISIP
Louise Knight;Pria;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_3;Tidak;6;FIKOM
Louise London;Pria;Orang Tua;Bekerja;Beasiswa;2007;Serang;UKM_4;Tidak;6;FTI
Louise Mcguire;Pria;Kos;Bekerja;Beasiswa;2009;Tangerang;UKM_3;Tidak;3,5;FIKOM
Louise Parsons;Wanita;Orang Tua;Belum;Orang Tua;2007;Serang;UKM_2;Ya;7;FT
Louise Reading;Pria;Kos;Belum;Beasiswa;2009;Tangerang;UKM_1;Tidak;6,5;FISIP
Louise Russel;Wanita;Kosong;Bekerja;Orang Tua;2008;Bogor;Tidak;Tidak;6;FT
Louise Savage;Wanita;Kosong;Belum;Kosong;2009;Bogor;UKM_2;Ya;6;FT
Louise Tyrrell;Wanita;Kos;Bekerja;Kosong;2009;Jakarta;UKM_2;Ya;4;DKV
Louise Upsdell;Wanita;Kos;Bekerja;Kosong;2009;Jakarta;UKM_1;Ya;3,5;FISIP
Louise Waterson;Wanita;Orang Tua;Belum;Orang Tua;2008;Serang;UKM_3;Tidak;5;DKV
Lucas Allen;Pria;Orang Tua;Bekerja;Orang Tua;2007;Tangerang;UKM_4;Tidak;4,5;DKV
Lucas Bayliss;Pria;Kosong;Belum;Beasiswa;2009;Bekasi;UKM_1;Tidak;4,5;FTI
Lucas Benson;Wanita;Kos;Belum;Beasiswa;2008;Serang;UKM_3;Ya;4;DKV
Lucas Bradley;Pria;Kosong;Belum;Orang Tua;2008;Serang;Tidak;Ya;5,5;FISIP
Lucas Ellis;Pria;Orang Tua;Bekerja;Beasiswa;2009;Bogor;UKM_2;Tidak;3,5;FT
Lucas Fall;Wanita;Kos;Bekerja;Kosong;2007;Bogor;UKM_4;Ya;6,5;FTI
Lucas Fenton;Wanita;Kos;Bekerja;Orang Tua;2008;Karawang;UKM_1;Ya;6,5;FTI
Lucas Fox;Wanita;Orang Tua;Belum;Orang Tua;2008;Jakarta;Tidak;Ya;3,5;FISIP
Lucas Garner;Wanita;Kos;Bekerja;Beasiswa;2007;Bogor;UKM_3;Ya;4,5;DKV
Lucas Grant;Wanita;Kosong;Belum;Orang Tua;2008;Serang;UKM_2;Tidak;4;FIKOM
Lucas Graves;Wanita;Kos;Belum;Beasiswa;2009;Serang;UKM_1;Ya;6;FISIP
Lucas Gunn;Pria;Kosong;Bekerja;Orang Tua;2008;Karawang;UKM_3;Ya;6;FT
Lucas Hunt;Pria;Orang Tua;Belum;Kosong;2008;Serang;UKM_1;Tidak;6,5;FT
Lucas Johnson;Wanita;Orang Tua;Bekerja;Kosong;2009;Serang;UKM_2;Ya;7;FISIP
Lucas Kelly;Pria;Orang Tua;Bekerja;Beasiswa;2008;Bekasi;UKM_1;Ya;3,5;FTI
Lucas Knight;Pria;Kos;Bekerja;Orang Tua;2008;Bogor;UKM_1;Tidak;5,5;FIKOM
Lucas Lane;Wanita;Kos;Belum;Orang Tua;2009;Bogor;Tidak;Tidak;5,5;FT
Lucas Lee;Wanita;Orang Tua;Belum;Kosong;2009;Jakarta;UKM_3;Tidak;3,5;FT
Lucas Lynn;Wanita;Kos;Belum;Orang Tua;2008;Serang;Tidak;Tidak;3,5;FT
Lucas Matthews;Pria;Kos;Bekerja;Orang Tua;2007;Jakarta;UKM_3;Ya;3,5;FTI
Lucas Patel;Pria;Kos;Belum;Kosong;2008;Tangerang;UKM_1;Ya;5;FT
Lucas Potts;Pria;Kosong;Bekerja;Beasiswa;2008;Bogor;UKM_3;Ya;3,5;DKV
Lucas Richardson;Pria;Kos;Bekerja;Beasiswa;2007;Karawang;Tidak;Tidak;6;FTI
Lucas Riley;Pria;Orang Tua;Bekerja;Kosong;2008;Jakarta;UKM_1;Ya;5,5;FT
Lucas Robe;Wanita;Kosong;Bekerja;Beasiswa;2007;Jakarta;Tidak;Ya;7;FISIP
Lucas Rycroft;Pria;Orang Tua;Bekerja;Orang Tua;2008;Bogor;UKM_2;Ya;5,5;DKV
Lucas Savage;Wanita;Orang Tua;Belum;Kosong;2008;Bekasi;UKM_1;Ya;7;FTI
Lucas Simpson;Wanita;Orang Tua;Bekerja;Beasiswa;2007;Tangerang;Tidak;Tidak;6,5;DKV
Lucas Squire;Wanita;Kosong;Belum;Beasiswa;2007;Bekasi;UKM_4;Tidak;7;FT
Lucas Tailor;Pria;Kosong;Belum;Beasiswa;2008;Karawang;Tidak;Ya;7;FT
Lucas Umney;Wanita;Kosong;Bekerja;Kosong;2009;Tangerang;UKM_2;Tidak;4;FTI
Lucas Upsdell;Wanita;Kosong;Belum;Kosong;2008;Tangerang;UKM_1;Tidak;5,5;FTI
Lucas Uttley;Pria;Kosong;Belum;Orang Tua;2007;Serang;UKM_4;Tidak;7;FIKOM
Lucas Vincent;Pria;Kos;Bekerja;Kosong;2007;Serang;UKM_4;Ya;4;FT
Lucas Whatson;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_3;Tidak;6,5;FTI
Lucas Wilkinson;Wanita;Orang Tua;Bekerja;Orang Tua;2008;Serang;UKM_2;Tidak;7;DKV
Lucas Willis;Wanita;Kos;Belum;Kosong;2008;Tangerang;UKM_3;Tidak;6;DKV
Lucas Wright;Wanita;Orang Tua;Bekerja;Beasiswa;2008;Jakarta;UKM_3;Ya;4,5;FT
Lucy Calderwood;Pria;Kosong;Belum;Beasiswa;2009;Bogor;UKM_4;Ya;4;FIKOM
Lucy Chappell;Wanita;Kosong;Belum;Kosong;2008;Jakarta;UKM_4;Ya;7;FTI
Lucy Clarkson;Wanita;Kosong;Belum;Kosong;2007;Serang;UKM_3;Tidak;4,5;FISIP
Lucy Michael;Wanita;Kosong;Belum;Kosong;2008;Serang;UKM_3;Ya;5;FISIP
Lucy Moore;Pria;Kosong;Bekerja;Kosong;2008;Jakarta;UKM_2;Ya;3,5;FT
Lucy Myatt;Wanita;Kos;Bekerja;Beasiswa;2009;Tangerang;UKM_2;Tidak;3,5;FISIP
Lucy Robinson;Pria;Kosong;Bekerja;Kosong;2008;Bogor;UKM_1;Ya;3,5;FT
Lucy Styles;Pria;Kosong;Bekerja;Beasiswa;2009;Jakarta;UKM_3;Ya;6;FTI
Lucy Tait;Pria;Orang Tua;Bekerja;Orang Tua;2007;Bekasi;UKM_2;Ya;6;FIKOM
Lucy Tennant;Wanita;Kosong;Belum;Kosong;2008;Tangerang;Tidak;Tidak;4,5;FT
Lucy Townend;Wanita;Kosong;Belum;Beasiswa;2009;Bogor;UKM_2;Tidak;5,5;FISIP
Lucy Tutton;Pria;Kosong;Belum;Kosong;2008;Bogor;UKM_3;Ya;4;FT
Lucy Wood;Wanita;Kosong;Bekerja;Orang Tua;2008;Bekasi;UKM_4;Tidak;7;FTI
Lucy Wright;Wanita;Kosong;Bekerja;Kosong;2008;Serang;UKM_3;Tidak;6;DKV
Lucy Yarwood;Pria;Kos;Bekerja;Kosong;2009;Karawang;UKM_2;Tidak;6;FIKOM
Luke Briggs;Wanita;Orang Tua;Belum;Orang Tua;2008;Karawang;UKM_4;Tidak;4,5;FIKOM
Luke Brooks;Pria;Kos;Belum;Kosong;2009;Tangerang;UKM_2;Ya;7;FTI
Luke Cameron;Pria;Kosong;Belum;Orang Tua;2007;Tangerang;Tidak;Tidak;5;FT
Luke Cartwright;Wanita;Kos;Belum;Kosong;2008;Bekasi;Tidak;Tidak;5;FT
Luke Collins;Wanita;Kos;Belum;Kosong;2008;Bekasi;UKM_4;Tidak;6;DKV
Luke Denton;Wanita;Kos;Bekerja;Orang Tua;2009;Jakarta;UKM_4;Tidak;4,5;FT
Luke Devonport;Wanita;Orang Tua;Belum;Beasiswa;2007;Bogor;UKM_2;Tidak;6;FISIP
Luke Dickson;Pria;Kos;Belum;Orang Tua;2008;Tangerang;Tidak;Tidak;6;FT
Luke Drummond;Wanita;Kosong;Belum;Orang Tua;2008;Serang;Tidak;Tidak;3,5;FT
Luke Dyson;Pria;Kosong;Bekerja;Beasiswa;2008;Tangerang;UKM_2;Ya;4,5;FTI
Luke Emmott;Pria;Kosong;Belum;Orang Tua;2008;Karawang;UKM_4;Ya;4;FT
Luke Glass;Pria;Kosong;Belum;Orang Tua;2008;Serang;UKM_4;Ya;6;FISIP
Luke Henderson;Pria;Orang Tua;Bekerja;Kosong;2007;Bekasi;UKM_2;Ya;6;DKV
Luke Isaac;Pria;Kos;Belum;Kosong;2009;Bekasi;UKM_4;Tidak;5,5;FISIP
Luke Jarrett;Wanita;Orang Tua;Bekerja;Kosong;2007;Serang;UKM_3;Tidak;6;FISIP
Luke Jones;Pria;Kosong;Bekerja;Kosong;2007;Karawang;UKM_2;Ya;3,5;FT
Luke Jordan;Wanita;Kos;Bekerja;Beasiswa;2008;Bekasi;UKM_2;Ya;5;FTI
Luke Lindsay;Wanita;Kos;Belum;Kosong;2008;Bekasi;UKM_3;Tidak;4;FT
